code,name,总市值,流通市值,行业,总股本,流通股
300095,华伍股份,2323098606.92,1860798089.01,通用设备,420090164.0,336491517.0
300096,ST易联众,907300000.0,757690907.87,互联网服务,430000000.0,359095217.0
300097,智云股份,1592794172.8799999,1490504592.9599998,专用设备,288549669.0,270018948.0
300098,高新兴,7837398060.25,6953263757.7699995,软件开发,1737782275.0,1541743627.0
300099,尤洛卡,3376674867.9,2662868059.2,专用设备,737265255.0,581412240.0
300100,双林股份,4456554015.5199995,4304139270.08,汽车零部件,400769246.0,387062884.0
300101,振芯科技,8445608160.000001,8427804862.400001,通信设备,564546000.0,563355940.0
300102,乾照光电,5914961070.19,5879478555.509999,光学光电子,919900633.0,914382357.0
300103,达刚控股,1467316620.0,1133962585.14,专用设备,317601000.0,245446447.0
300105,龙源技术,3266901732.6,3248641613.25,电源设备,516098220.0,513213525.0
300106,西部牧业,1278560475.5,1278560475.5,食品饮料,211332310.0,211332310.0
300107,建新股份,5542160357.88,3400903433.28,化学制品,556441803.0,341456168.0
300108,*ST吉药,672674820.74,663125018.24,中药,666014674.0,656559424.0
300109,新开源,5735687564.1,5313066608.22,化学制品,485252755.0,449498021.0
300110,华仁药业,3723970893.2999997,3718377674.5499997,化学制药,1182212982.0,1180437357.0
300111,向日葵,2497188785.16,2172412000.0,化学制药,1287210714.0,1119800000.0
300112,万讯自控,2008569752.6399999,1635212902.72,仪器仪表,291943278.0,237676294.0
300113,顺网科技,7262244530.400001,5532515072.1,游戏,694287240.0,528921135.0
300114,中航电测,24652435623.269997,24652435623.269997,航天航空,590760499.0,590760499.0
300115,长盈精密,15506368724.94,13765818499.68,消费电子,1351906602.0,1200158544.0
300116,*ST保力,486815050.37,451423176.82,电池,4425591367.0,4103847062.0
300117,*ST嘉寓,630748800.0,630748800.0,装修建材,716760000.0,716760000.0
300118,东方日升,14215972871.61,11495635363.470001,光伏设备,1140013863.0,921863301.0
300119,瑞普生物,6495227270.98,4666303452.93,农药兽药,466276186.0,334982301.0
300120,经纬辉开,2900689341.45,2632679756.2,光学光电子,574393929.0,521322724.0
300121,阳谷华泰,3218747970.9900002,3104339719.05,橡胶制品,408989577.0,394452315.0
300122,智飞生物,69324151073.12,40958364313.6,生物制品,2393789747.0,1414308160.0
300123,亚光科技,4404105070.129999,4311611155.58,船舶制造,1021834123.0,1000373818.0
300124,汇川技术,138968792583.09,121308202268.2,电子元件,2678142081.0,2337795380.0
300125,ST聆达,489707990.85,485758966.14000005,光伏设备,267599995.0,265442058.0
300126,锐奇股份,1373888351.9999998,951159325.0799999,通用设备,303957600.0,210433479.0
300127,银河磁体,4782566128.0,3416078872.0,小金属,323146360.0,230816140.0
300128,锦富技术,3845381619.52,3845381619.52,光学光电子,1299115412.0,1299115412.0
300129,泰胜风能,6572341600.96,4560840284.31,风电设备,934899232.0,648768177.0
300130,新国都,9735780640.199999,7425507559.2,计算机设备,559527623.0,426753308.0
300131,英唐智控,5130562853.349999,4638624933.91,消费电子,1137597085.0,1028519941.0
300132,青松股份,1823530527.58,1793526932.52,美容护理,516580886.0,508081284.0
300133,华策影视,12414011267.53,10632606371.53,文化传媒,1901073701.0,1628270501.0
300134,大富科技,5295736241.400001,4915684241.400001,通信设备,767498006.0,712418006.0
300135,宝利国际,2368512000.0,2368512000.0,化学制品,921600000.0,921600000.0
300136,信维通信,17435586856.76,14858714026.52,消费电子,967568638.0,824567926.0
300137,先河环保,2323400969.3,2261900113.07,环保行业,536582210.0,522378779.0
300138,晨光生物,4533906663.41,3799376216.9,农牧饲渔,532773991.0,446460190.0
300139,晓程科技,3227720000.0,2752417320.5,贵金属,274000000.0,233651725.0
300140,节能环境,18843769145.3,2561542375.7,环保行业,3114672586.0,423395434.0
300141,和顺电气,1860974118.0,1849323757.3600001,电网设备,253884600.0,252295192.0
300142,沃森生物,18766523777.96,18310085156.16,生物制品,1605348484.0,1566303264.0
300143,盈康生命,4777722554.400001,4777722554.400001,医疗服务,642167010.0,642167010.0
300144,宋城演艺,21828548753.2,18924767888.670002,旅游酒店,2620474040.0,2271880899.0
300145,中金环境,5055123620.679999,4980160601.809999,通用设备,1922100236.0,1893597187.0
300146,汤臣倍健,23692776853.829998,15740712418.619999,食品饮料,1700845431.0,1129986534.0
300147,香雪制药,2175608058.05,2162808303.18,中药,661279045.0,657388542.0
300148,天舟文化,1954694062.62,1875812643.8999999,游戏,835339343.0,801629335.0
300149,睿智医药,2069076332.8799999,2065484468.8799999,医疗服务,499776892.0,498909292.0
300150,世纪瑞尔,1544679979.92,1358897593.68,互联网服务,585106053.0,514733937.0
300151,昌红科技,8844968360.91,6130334387.98,专用设备,532508631.0,369074918.0
300152,新动力,1090584000.0,1090065444.75,环保行业,712800000.0,712461075.0
300153,科泰电源,1872000000.0,1860476190.3,电源设备,320000000.0,318030118.0
300154,瑞凌股份,2477866605.5,1735439480.5,通用设备,450521201.0,315534451.0
300155,安居宝,1958684826.5600002,1153094966.96,计算机设备,561227744.0,330399704.0
300157,新锦动力,1371361805.73,1318078594.98,采掘行业,725588257.0,697396082.0
300158,振东制药,3976404334.2000003,3961088797.59,化学制药,1027494660.0,1023537157.0
300159,新研股份,3102859460.6099997,3046969460.6099997,航天航空,1498965923.0,1471965923.0
300160,秀强股份,3671494887.0,3437037722.75,家电行业,772946292.0,723586889.0
300161,华中数控,4732960300.92,4644778589.46,通用设备,198696906.0,194994903.0
300162,雷曼光电,2970131012.4,1916972162.4,光学光电子,419510030.0,270758780.0
300163,ST先锋,587760000.0,516816704.6,化学制品,474000000.0,416787665.0
300164,通源石油,2050452942.63,1872843584.72,采掘行业,590908629.0,539724376.0
300165,天瑞仪器,1075260443.25,868456422.61,仪器仪表,495511725.0,400210333.0
300166,东方国信,7340669753.690001,5855792884.76,互联网服务,1152381437.0,919276748.0
300167,*ST迪威,468715000.0,446241250.0,互联网服务,360550000.0,343262500.0
300168,万达信息,7086072675.81,6685880548.06,互联网服务,1443191991.0,1361686466.0
300169,天晟新材,1587543735.8,1469453258.34,化学制品,325984340.0,301735782.0
300170,汉得信息,6184831065.08,5928294057.320001,互联网服务,984845711.0,943995869.0
300171,东富龙,9334639267.6,6857988617.45,医疗器械,765762040.0,562591355.0
300172,中电环保,3106098900.0,2402921856.33,环保行业,676710000.0,523512387.0
300173,福能东方,2703790568.6400003,2702569187.6800003,专用设备,734725698.0,734393801.0
300174,元力股份,5070720639.599999,5052433783.32,化学制品,365852860.0,364533462.0
300175,朗源股份,3436840000.0,3436840000.0,食品饮料,470800000.0,470800000.0
300176,派生科技,1735017984.0000002,1735017984.0000002,汽车零部件,387280800.0,387280800.0
300177,中海达,4770123713.06,3886174072.46,计算机设备,744169066.0,606267406.0
300179,四方达,3260448249.3,2523073170.86,通用设备,485908830.0,376016866.0
300180,华峰超纤,6551143776.6,5485832634.240001,塑料制品,1761060155.0,1474686192.0
300181,佐力药业,10794351085.65,9252390449.79,中药,701387335.0,601194961.0
300182,捷成股份,10095899145.28,8487293982.08,文化传媒,2663825632.0,2239391552.0
300183,东软载波,5347761623.72,4287650378.7200003,通信服务,462609137.0,370904012.0
300184,力源信息,5412315914.18,4916954629.51,贸易行业,1154011922.0,1048391179.0
300185,通裕重工,7014475823.400001,6673019563.8,风电设备,3896931013.0,3707233091.0
300187,永清环保,2756806644.5499997,2752142532.0899997,环保行业,645622165.0,644529867.0
300188,国投智能,9841015199.5,8292811842.349999,软件开发,859477310.0,724263043.0
300189,神农科技,1812480000.0,1568658205.98,农牧饲渔,1024000000.0,886247574.0
300190,维尔利,2180633156.55,2165499909.18,环保行业,781588945.0,776164842.0
300191,潜能恒信,4358400000.0,2997353400.0,采掘行业,320000000.0,220070000.0
300192,科德教育,3357261955.7999997,2341382664.0,教育,329143329.0,229547320.0
300193,佳士科技,3629942189.1200004,3213824569.92,通用设备,493198667.0,436660947.0
300194,福安药业,4532804175.42,3687610889.94,化学制药,1189712382.0,967876874.0
300195,长荣股份,1782460768.76,1320279496.01,专用设备,423387356.0,313605581.0
300196,长海股份,4172995965.2900004,2515357898.6400003,玻璃玻纤,408716549.0,246362184.0
300197,节能铁汉,3617663657.6,3294405081.48,环保行业,2965298080.0,2700332034.0
300198,纳川股份,1237858248.0,1089804572.3999999,装修建材,1031548540.0,908170477.0
300199,翰宇药业,10077783643.76,7599445806.33,化学制药,883241336.0,666033813.0
300200,高盟新材,3400378595.3399997,3343936060.14,化学制品,430973206.0,423819526.0
300201,海伦哲,3820181971.06,3805077774.11,工程机械,1040921518.0,1036805933.0
300203,聚光科技,4613022528.0,4610324028.0,环保行业,448737600.0,448475100.0
300204,舒泰神,2766303093.45,2730790875.36,生物制品,477772555.0,471639184.0
300205,ST天喻,2928681360.0,2901000194.58,通信设备,430056000.0,425991218.0
300206,理邦仪器,5142421118.64,3009472494.6,医疗器械,581721846.0,340438065.0
300207,欣旺达,28026369702.800003,26007856554.050003,电池,1862217256.0,1728096781.0
300208,*ST中程,989307000.0,907356286.32,电网设备,749475000.0,687391126.0
300209,*ST有树,907530759.5,848979287.05,软件开发,422107330.0,394874087.0
300210,森远股份,4261135586.4000006,4256280679.2000003,环保行业,484219953.0,483668259.0
300211,亿通科技,1626024018.05,1596877758.3999999,通信服务,303929723.0,298481824.0
300212,易华录,12671750108.16,12232151968.8,互联网服务,723273408.0,698182190.0
300213,佳讯飞鸿,3402007371.7200003,3121837348.5600004,通信设备,593718564.0,544823272.0
300214,日科化学,2507309263.32,2171173437.68,塑料制品,466042614.0,403563836.0
300215,电科院,4292309691.51,3956674941.51,专业服务,749094187.0,690519187.0
300217,东方电热,5601532602.6,4650146230.4800005,家电行业,1477976940.0,1226951512.0
300218,安利股份,3313391490.0,3302540536.38,塑料制品,216987000.0,216276394.0
300219,鸿利智汇,3985721938.7799997,3978391031.33,光学光电子,707943506.0,706641391.0
300220,金运激光,1149120000.0,1147747044.8,电子元件,151200000.0,151019348.0
300221,银禧科技,2624305380.55,2502762246.04,塑料制品,474557935.0,452579068.0
300222,科大智能,4143086262.5399995,3375909542.79,电网设备,780242234.0,635764509.0
300223,北京君正,26476713706.78,22858946027.219997,半导体,481569911.0,415768389.0
300224,正海磁材,7751320608.15,7701361302.599999,小金属,820245567.0,814958868.0
300225,金力泰,2462725276.2,2460795726.2,化学制品,475429590.0,475057090.0
300226,上海钢联,5522457214.56,5311591445.16,互联网服务,321821516.0,309533301.0
300227,光韵达,2683818723.51,2243547663.57,电子元件,499780023.0,417792861.0
300228,富瑞特装,3181997109.9700003,3002189712.9700003,通用设备,575406349.0,542891449.0
300229,拓尔思,11261334026.16,11252672368.32,软件开发,795291951.0,794680252.0
300230,永利股份,2750614358.17,2132586883.63,塑料制品,816206041.0,632815099.0
300231,银信科技,3134232611.4,2617412820.0,互联网服务,419015055.0,349921500.0
300232,洲明科技,5675762855.81,4603675126.65,光学光电子,1089397861.0,883622865.0
300233,金城医药,5880958672.84,5671344963.6,化学制药,383874587.0,370192230.0
300234,开尔新材,1987525805.5,1358748823.8,装修建材,503171090.0,343987044.0
300235,方直科技,2019008012.6999998,1629112665.1,软件开发,251746635.0,203131255.0
300236,上海新阳,9846443650.84,8747916088.140001,电子化学品,313381402.0,278418717.0
300237,美晨生态,1571687273.7,1567915737.45,汽车零部件,1441914930.0,1438454805.0
300238,冠昊生物,2447387120.23,2447187576.86,医疗器械,265155701.0,265134082.0
300239,东宝生物,2849300332.7999997,2830094572.7999997,生物制品,593604236.0,589603036.0
300240,飞力达,1846435596.0000002,1807658472.42,物流行业,370770200.0,362983629.0
300241,瑞丰光电,2704971945.82,2252989014.62,光学光电子,686541103.0,571824623.0
300242,佳云科技,1085089433.04,1076576023.62,文化传媒,634555224.0,629576622.0
300243,瑞丰高材,2353953903.2000003,1792479843.0,塑料制品,250420628.0,190689345.0
300244,迪安诊断,7811149528.56,6266106164.360001,医疗服务,626898036.0,502897766.0
300245,天玑科技,1683266737.41,1671554955.3600001,互联网服务,313457493.0,311276528.0
300246,宝莱特,1624490942.08,1297356623.3799999,医疗器械,264575072.0,211295867.0
300247,融捷健康,2010100782.5,2008188282.5,家电行业,804040313.0,803275313.0
300248,新开普,3224878620.6099997,2769975010.43,互联网服务,476348393.0,409154359.0
300249,依米康,2880791480.76,2409479389.5,软件开发,440487994.0,368421925.0
300250,初灵信息,2459487104.36,1828365405.1,互联网服务,219989902.0,163538945.0
300251,光线传媒,25815754201.600002,24527565515.2,文化传媒,2933608432.0,2787223354.0
300252,金信诺,4072246079.1000004,3279464775.75,通信设备,662153834.0,533246305.0
300253,卫宁健康,13068471270.8,11260925560.5,软件开发,2160077896.0,1861310010.0
300254,仟源医药,1920867575.8500001,1788921680.25,化学制药,241618563.0,225021595.0
300255,常山药业,9769617133.140001,9735430840.54,化学制药,919060878.0,915844858.0
300256,星星科技,3992372359.36,2892372359.36,消费电子,2268393386.0,1643393386.0
300257,开山股份,10323867837.02,9915995077.43,通用设备,993635018.0,954378737.0
300258,精锻科技,4013203826.1,3862664549.2400002,汽车零部件,481777170.0,463705228.0
300259,新天科技,3041483941.6,3040786400.6,仪器仪表,1169801516.0,1169533231.0
300260,新莱应材,8890187193.6,6073398533.400001,通用设备,407806752.0,278596263.0
300261,雅本化学,5288568995.79,5144565779.7300005,农药兽药,963309471.0,937079377.0
300262,*ST巴安,455441559.32000005,454104788.12,环保行业,669766999.0,667801159.0
300263,隆华科技,5172788003.24,4418052736.24,通用设备,904333567.0,772386842.0
300264,佳创视讯,1680344320.2,1438940544.6,互联网服务,430857518.0,368959114.0
300265,通光线缆,3006364884.7999997,3004174258.08,电网设备,458287330.0,457953393.0
300266,兴源环境,1973335288.78,1973294140.78,环保行业,1553807314.0,1553774914.0
300267,尔康制药,4434600470.5,3058153208.15,化学制药,2062604870.0,1422396841.0
300268,ST佳沃,1097460000.0,841808116.8,农牧饲渔,174200000.0,133620336.0
300269,联建光电,1400240253.75,1340435557.6499999,互联网服务,549113825.0,525661003.0
300270,中威电子,2122670256.28,1700587767.46,计算机设备,302806028.0,242594546.0
300271,华宇软件,3934447779.86,3864346090.28,互联网服务,816275473.0,801731554.0
300272,开能健康,2845611963.3399997,2125351500.33,家电行业,577203238.0,431105781.0
300274,阳光电源,133058709192.32,102039534907.00002,光伏设备,2073211424.0,1589896150.0
300275,梅安森,3067767440.64,2534197397.76,仪器仪表,304342008.0,251408472.0
300276,三丰智能,4875629605.2,3499277675.7599998,专用设备,1401042990.0,1005539562.0
300277,海联讯,2231100000.0,2227335768.0,互联网服务,335000000.0,334434800.0
300278,华昌达,4136583938.28,3976871189.82,通用设备,1421506508.0,1366622402.0
300279,和晶科技,2029762883.5000002,1901109538.6000001,消费电子,489099490.0,458098684.0
300280,紫天科技,2132785191.04,2111840064.04,文化传媒,162065744.0,160474169.0
300281,金明精机,1772046743.4,1680688607.7600002,专用设备,418923580.0,397325912.0
300282,*ST三盛,187153227.5,187153227.5,教育,374306455.0,374306455.0
300283,温州宏丰,2181308036.21,1537106047.16,电网设备,437135879.0,308037284.0
300284,苏交科,10203648413.92,7296449191.2,工程咨询服务,1262827774.0,903025890.0
300285,国瓷材料,18156249524.79,14639926713.87,化学制品,997048299.0,803949847.0
300286,安科瑞,4487567012.5,3649623291.6,电网设备,214716125.0,174623124.0
300287,飞利信,2483023687.84,2235497107.8,互联网服务,1435273808.0,1292194860.0
300288,朗玛信息,3676802453.76,2785812750.0800004,互联网服务,337941402.0,256048966.0
300289,利德曼,2159725603.3900003,1655265039.95,医疗器械,544011487.0,416943335.0
300290,荣科科技,6390928364.31,6390928364.31,互联网服务,639732569.0,639732569.0
300291,百纳千成,4031287706.28,3975063777.32,文化传媒,941889651.0,928753219.0
300292,吴通控股,4830353906.400001,4017401326.8,通信服务,1341764974.0,1115944813.0
300293,蓝英装备,5100262257.42,4224662269.19,专用设备,338438106.0,280335917.0
300294,博雅生物,16841907849.199999,14226401444.199999,生物制品,504248738.0,425940163.0
300295,三六五网,1707881190.3,1499560184.8,互联网服务,190824714.0,167548624.0
300296,利亚德,11331694147.2,9372672883.84,光学光电子,2529396015.0,2092114483.0
300298,三诺生物,14885320592.5,12007178176.5,医疗器械,564265375.0,455162175.0
300299,富春股份,2433127787.2,2230046417.28,游戏,691229485.0,633535914.0
300300,ST峡创,780211062.54,780095583.54,互联网服务,666847062.0,666748362.0
300301,*ST长方,987635961.25,987635961.25,光学光电子,790108769.0,790108769.0
300302,同有科技,4418812217.56,3401155611.9,软件开发,479263798.0,368888895.0
300303,聚飞光电,6389344663.24,5969801995.08,光学光电子,1342299299.0,1254160083.0
300304,云意电气,5921731246.5,5770429092.0,汽车零部件,877293518.0,854878384.0
300305,裕兴股份,2248643915.48,1393365233.69,光伏设备,375399652.0,232615231.0
300306,远方信息,2506695810.96,1468463216.92,仪器仪表,268958778.0,157560431.0
300307,慈星股份,4758322727.04,4695355473.36,专用设备,787801776.0,777376734.0
300308,中际旭创,156963311260.0,156200038120.0,通信设备,1121166509.0,1115714558.0
300310,宜通世纪,3341485832.4900002,2621696290.34,通信服务,881658531.0,691740446.0
300311,任子行,2310551414.5,1843313188.99,软件开发,673630150.0,537409093.0
300313,ST天山,1896643019.76,1116382150.62,农牧饲渔,312977396.0,184221477.0
300314,戴维医疗,3018240000.0,1984455575.04,医疗器械,288000000.0,189356448.0
300315,掌趣科技,11689055713.92,11051449436.82,游戏,2743909792.0,2594236957.0
300316,晶盛机电,38997916474.66,36675720794.74,光伏设备,1309533797.0,1231555433.0
300317,珈伟新能,3079998982.55,3079442482.55,光伏设备,830188405.0,830038405.0
300318,博晖创新,4051826455.2,3960755840.64,医疗器械,816900495.0,798539484.0
300319,麦捷科技,7665734291.04,7318019338.56,光学光电子,869130872.0,829707408.0
300320,海达股份,5110490623.5,4165771587.5,橡胶制品,601234191.0,490090775.0
300321,同大股份,1741368000.0,1741368000.0,化学制品,88800000.0,88800000.0
300322,硕贝德,3879667736.91,3694722452.96,消费电子,465746427.0,443544112.0
300323,华灿光电,7161975670.709999,3329637713.4599996,光学光电子,1616698797.0,751611222.0
300324,旋极信息,3334249848.35,3297507805.31,互联网服务,1727590595.0,1708553267.0
300326,凯利泰,2825083752.02,2823359529.22,医疗器械,717026333.0,716588713.0
300327,中颖电子,6850828070.83,6795298701.530001,半导体,342028361.0,339256051.0
300328,宜安科技,2982629952.0,2959277652.0,小金属,690423600.0,685017975.0
300329,海伦钢琴,920515159.2,917791168.84,家用轻工,252888780.0,252140431.0
300331,苏大维格,4224705393.22,3354496780.0499997,光学光电子,259662286.0,206176815.0
300332,天壕能源,4657730398.72,4464468362.72,燃气,868979552.0,832923202.0
300333,兆日科技,1948800000.0,1939375388.6,软件开发,336000000.0,334375067.0
300334,津膜科技,1422727826.76,1422560174.31,环保行业,302065356.0,302029761.0
300335,迪森股份,1836497693.8,1487925030.9,环保行业,477012388.0,386474034.0
300337,银邦股份,6115084800.0,5292696468.96,有色金属,821920000.0,711383934.0
300338,*ST开元,503280865.0,405273551.25,教育,402624692.0,324218841.0
300339,润和软件,17067084322.63,16665825273.81,软件开发,796410841.0,777686667.0
300340,科恒股份,1894915637.0,1283051038.85,电池,276630020.0,187306721.0
300341,麦克奥迪,4470425303.04,4451959463.04,电网设备,517410336.0,515273086.0
300342,天银机电,6201262298.67,6073065396.15,家电行业,425035113.0,416248485.0
300343,联创股份,5410510986.660001,5267123781.660001,化学制品,1095245139.0,1066219389.0
300344,立方数科,2053460531.2,2045476451.2,软件开发,641706416.0,639211391.0
300345,华民股份,3662498148.64,2805742248.64,光伏设备,577681096.0,442546096.0
300346,南大光电,16139697136.199999,15256419255.0,电子化学品,543424146.0,513684150.0
300347,泰格医药,42918748043.4,28290184344.12,医疗服务,864948570.0,570136726.0
300348,长亮科技,5254838676.76,4492586110.96,软件开发,731871682.0,625708372.0
300349,金卡智能,5037003686.610001,4462528470.12,仪器仪表,420802313.0,372809396.0
300350,华鹏飞,2531042455.5,2122044376.5,物流行业,562453879.0,471565417.0
300351,永贵电器,5735854816.31,3859814510.66,交运设备,386773757.0,260270702.0
300352,北信源,5683310421.04,4780168281.28,软件开发,1449824087.0,1219430684.0
300353,东土科技,4642441251.55,3942629229.85,通信设备,614892881.0,522202547.0
300354,东华测试,4380600765.67,2571613501.0,仪器仪表,138320201.0,81200300.0
300355,蒙草生态,3641629523.87,3107115207.13,环保行业,1604242081.0,1368773219.0
300357,我武生物,11162810880.0,10320248850.6,生物制品,523584000.0,484064205.0
300358,楚天科技,4498104089.88,4323982898.88,医疗器械,590302374.0,567451824.0
300359,全通教育,2660000372.4,2659764122.4,教育,633333422.0,633277172.0
300360,炬华科技,8337344929.9800005,8110889947.26,电网设备,513699626.0,499746762.0
300363,博腾股份,6918299179.4,6341360555.39,化学制药,546037820.0,500502017.0
300364,中文在线,15773995144.98,14258183953.279999,文化传媒,729939618.0,659795648.0
300365,恒华科技,2873307696.51,2189907848.93,软件开发,599855469.0,457183267.0
300366,创意信息,4477836225.5,3751282596.16,软件开发,607576150.0,508993568.0
300368,ST汇金,1243017166.25,1243017166.25,计算机设备,528943475.0,528943475.0
300369,绿盟科技,4300279875.26,4294472385.84,软件开发,799308527.0,798229068.0
300370,安控科技,2582870771.25,2186698088.85,仪器仪表,1565376225.0,1325271569.0
300371,汇中股份,1706322670.0800002,1151512606.88,仪器仪表,201217296.0,135791581.0
300373,扬杰科技,21427371387.02,21385719305.100002,半导体,543014987.0,541959435.0
300374,中铁装配,3528842035.95,2715907174.4,装修装饰,245912337.0,189261824.0
300375,鹏翎股份,3021515272.0,2020471900.0,汽车零部件,755378818.0,505117975.0
300376,易事特,9475938737.320002,9459351147.070002,电源设备,2328240476.0,2324164901.0
300377,赢时胜,3928122668.4,3509766741.61,软件开发,751075080.0,671083507.0
300378,鼎捷软件,4441465966.400001,4413087406.400001,软件开发,269506430.0,267784430.0
300379,东方通,4709466700.68,4458711503.34,软件开发,566722828.0,536547714.0
300380,安硕信息,2210871628.5,2034251301.71,软件开发,138439050.0,127379543.0
300381,溢多利,3087525212.1,3066734034.0,化学制药,490083367.0,486783180.0
300382,斯莱克,3758356356.3,3757385527.2200003,专用设备,628487685.0,628325339.0
300383,光环新网,15531202198.080002,15497931009.6,互联网服务,1797592847.0,1793742015.0
300384,三联虹普,4277887423.65,2950628583.6,专业服务,319007265.0,220031960.0
300385,雪浪环境,1149353465.4,995533321.35,环保行业,333145932.0,288560383.0
300386,飞天诚信,5710481040.0,3359894234.98,软件开发,418044000.0,245965903.0
300387,富邦股份,1760357239.62,1759745968.05,化肥行业,289057018.0,288956645.0
300388,节能国祯,3928846375.7000003,3917481999.48,环保行业,699082985.0,697060854.0
300389,艾比森,4518017341.12,2854342746.16,光学光电子,368516912.0,232817516.0
300390,天华新能,15232906384.64,12374038151.199999,能源金属,842528008.0,684404765.0
300391,长药控股,851316752.1600001,851316752.1600001,医疗器械,350336112.0,350336112.0
300393,中来股份,6526867874.42,5713679616.81,光伏设备,1089627358.0,953869719.0
300394,天孚通信,49392304594.770004,44876769857.71,通信设备,553911681.0,503272063.0
300395,菲利华,15958565271.1,15700077748.8,非金属材料,519822973.0,511403184.0
300396,迪瑞医疗,5779612426.55,5461088773.3,医疗器械,274565911.0,259434146.0
300397,天和防务,4767434421.450001,3734704807.6800003,通信设备,517636745.0,405505408.0
300398,飞凯材料,6777387085.9800005,6733023886.22,电子化学品,528657339.0,525196871.0
300399,天利科技,1902888000.0000002,1902755106.0000002,互联网服务,197600000.0,197586200.0
300400,劲拓股份,2748950314.0,2729824424.25,专用设备,242625800.0,240937725.0
300401,花园生物,7930525361.280001,7801927615.92,化学制药,541702552.0,532918553.0
300402,宝色股份,3218200345.3700004,3218200345.3700004,专用设备,243618497.0,243618497.0
300403,汉宇集团,4112460000.0,2810890095.86,家电行业,603000000.0,412153973.0
300404,博济医药,3088234483.04,2226612160.96,医疗服务,382207238.0,275570812.0
300405,科隆股份,1032272795.73,794343821.37,化学制品,284372671.0,218827499.0
300406,九强生物,9491638060.89,6812035471.799999,医疗器械,588446253.0,422320860.0
300407,凯发电气,2338773623.5499997,1795311543.8999999,电网设备,318200493.0,244260074.0
300408,三环集团,55405938995.61,54056156276.22,电子元件,1916497371.0,1869808242.0
300409,道氏技术,5112902778.089999,4280975197.0499997,非金属材料,581672671.0,487027895.0
300410,正业科技,1872285464.6999998,1871278372.8,电子元件,367114797.0,366917328.0
300411,金盾股份,4996130886.03,3765659379.7499995,专用设备,406520007.0,306400275.0
300412,迦南科技,1433539114.56,1361982660.48,专用设备,497756637.0,472910646.0
300413,芒果超媒,39547038029.1,21598737112.12,文化传媒,1870720815.0,1021699958.0
300414,中光防雷,2125646918.32,2029674272.1999998,通信设备,326019466.0,311299735.0
300415,伊之密,9905402455.76,8964427929.380001,专用设备,468562084.0,424050517.0
300416,苏试试验,6656890780.54,6612397386.21,专业服务,508547806.0,505148769.0
300417,南华仪器,1121404035.6,726856504.56,仪器仪表,135435270.0,87784602.0
300418,昆仑万维,42191020550.04,42191020550.04,互联网服务,1231495054.0,1231495054.0
300419,浩丰科技,1816703623.8000002,1816703623.8000002,互联网服务,367753770.0,367753770.0
300420,五洋自控,2478371505.42,2201765739.1800003,通用设备,1116383561.0,991786369.0
300421,力星股份,2819752341.56,2210747427.98,通用设备,294030484.0,230526322.0
300422,博世科,2383009207.04,1833845537.84,环保行业,504874832.0,388526597.0
300423,昇辉科技,2776112998.2,1810817967.42,电网设备,497511290.0,324519349.0
300424,航新科技,2886076313.79,2879109415.98,航天航空,239906593.0,239327466.0
300425,中建环能,2835795397.76,2820850685.12,环保行业,681681586.0,678089107.0
300426,唐德影视,2825918612.0,2766598356.0800004,文化传媒,404859400.0,396360796.0
300427,*ST红相,1772093226.37,1602567770.34,电网设备,403665883.0,365049606.0
300428,立中集团,12160169009.019999,10290447716.539999,汽车零部件,632683091.0,535403107.0
300429,强力新材,6157384257.95,4482596083.849999,电子化学品,515262281.0,375112643.0
300430,诚益通,4095713940.0,3880107885.0,通用设备,273047596.0,258673859.0
300432,富临精工,8301856948.8,8193320911.2,汽车零部件,1220861316.0,1204900134.0
300433,蓝思科技,87452874656.55,87063619535.1,消费电子,4983069781.0,4960890002.0
300434,金石亚药,3117532446.72,2597911936.16,化学制药,401743872.0,334782466.0
300435,中泰股份,4461215472.0,4265394999.6,燃气,383925600.0,367073580.0
300436,广生堂,2581718070.0,2197204728.71,化学制药,159267000.0,135546251.0
300437,清水源,2125911812.1899998,1453953637.1899998,化学制品,257063097.0,175810597.0
300438,鹏辉能源,9595515395.439999,7694690700.059999,电池,503437324.0,403708851.0
300439,美康生物,3589930770.25,2727539233.1,医疗器械,383949815.0,291715426.0
300440,运达科技,2383661680.0,2376119972.4,互联网服务,444713000.0,443305965.0
300441,鲍斯股份,3885827684.04,3780564193.08,通用设备,644415868.0,626959236.0
300442,润泽科技,42980029672.020004,8962647291.48,互联网服务,1720577649.0,358792926.0
300443,金雷股份,5129153432.48,3909951117.2,风电设备,325453898.0,248093345.0
300444,双杰电气,5015365565.2,3719649608.04,电网设备,798625090.0,592300893.0
300445,康斯特,3505095214.5,2280584509.5,仪器仪表,212430013.0,138217243.0
300446,航天智造,10102650826.449999,3722860183.1499996,汽车零部件,845410111.0,311536417.0
300447,全信股份,3807063471.25,2454229644.1,电网设备,312310375.0,201331390.0
300448,浩云科技,2726363828.3700004,1981418856.3000002,互联网服务,676517079.0,491667210.0
300449,汉邦高科,1604168479.26,1225793026.08,计算机设备,387480309.0,296085272.0
300450,先导智能,27266898421.94,25231464958.9,电池,1566163034.0,1449251290.0
300451,创业慧康,5561357644.28,4816521019.309999,软件开发,1549124692.0,1341649309.0
300452,山河药辅,2721854889.99,2168780090.04,化学制药,234440559.0,186802764.0
